Priority,Start_ISO,Is_Weekend,Duration_Min,Priority_Level,Component_Type,Pseudo_Description
Minor,2025-08-01T18:44:00,False,9.15,1,host,[TYPE]=<component_1> [NAME]=<component_name_3> [TEST]=<test_20> | <test_20> drive of <component_name_3>
Minor,2025-08-01T18:44:00,False,0.767,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T18:44:00,False,9.15,3,host,[TYPE]=<component_1> [NAME]=<component_name_3> [TEST]=<test_3> | <test_3> drive of <component_name_3>
Major,2025-08-01T18:44:00,False,9.15,2,host,[TYPE]=<component_1> [NAME]=<component_name_3> [TEST]=<test_19> | <test_19> drive of <component_name_3>
Minor,2025-08-01T18:44:00,False,3.517,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_84> | <test_84> on <component_name_1> Cluster <component_name_1>
Minor,2025-08-01T18:43:00,False,4.433,1,aws cloud,[TYPE]=<component_9> [NAME]=<component_name_114> [TEST]=<test_25> | <test_25> from <component_9> <component_name_114>
Critical,2025-08-01T18:42:00,False,720.0,3,host,[TYPE]=<component_1> [NAME]=<component_name_63> [TEST]=<test_169> | <test_169> on <component_name_63> SQL on Cloud <component_name_63>
Major,2025-08-01T18:42:00,False,1.917,2,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_84> | <test_84> on <component_name_1> Cluster <component_name_1>
Minor,2025-08-01T18:41:00,False,0.417,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_59> | <test_59> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:41:00,False,0.433,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:41:00,False,5.35,1,host,[TYPE]=<component_1> [NAME]=<component_name_34> [TEST]=<test_21> | <test_21> on <component_name_34>
Minor,2025-08-01T18:40:00,False,4.683,1,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_21> | <test_21> on <component_name_19>
Major,2025-08-01T18:40:00,False,5.267,2,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_38> | <test_38> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:40:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:40:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,200.0,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_UNK> [TEST]=<test_UNK> | SMA port <PORTNAME> in down state
Minor,2025-08-01T18:39:00,False,264.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:39:00,False,0.683,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:39:00,False,4.767,1,host,[TYPE]=<component_1> [NAME]=<component_name_2> [TEST]=<test_21> | <test_21> on <component_name_2>
Minor,2025-08-01T18:39:00,False,10.033,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_17> | <test_17> on <component_6> <component_name_16>
Minor,2025-08-01T18:39:00,False,10.033,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_15> | <test_15> on <component_6> <component_name_16>
Major,2025-08-01T18:38:00,False,26.283,2,host,[TYPE]=<component_1> [NAME]=<component_name_63> [TEST]=<test_170> | <test_170> on Microsoft SQL server <component_name_63> is low
Minor,2025-08-01T18:36:00,False,6.85,1,resource,[TYPE]=<component_8> [NAME]=<component_name_24> [TEST]=<test_28> | <test_28> {<component_name_24>}
Minor,2025-08-01T18:36:00,False,6.867,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_28> | <test_28> {<component_name_25>}
Minor,2025-08-01T18:36:00,False,0.667,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:36:00,False,0.667,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_59> | <test_59> on <component_name_1> Database <component_name_1>
Major,2025-08-01T18:36:00,False,4.35,2,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_21> | <test_21> on <component_name_19>
Minor,2025-08-01T18:36:00,False,9.617,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:36:00,False,34.067,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_42> | <test_42> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T18:36:00,False,24.7,3,external web,[TYPE]=<component_5> [NAME]=<component_name_15> [TEST]=<test_UNK> | The web page HomePage is not available for external access. This is affecting <component_5> <component_name_15>
Minor,2025-08-01T18:36:00,False,15.583,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_6> | There are many waiting containers in pod <component_name_4> of namespace javaic on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:35:00,False,5.1,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:35:00,False,5.1,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_1> | <test_1> on <component_name_1> Database <component_name_1>
Major,2025-08-01T18:34:00,False,41.433,2,host,[TYPE]=<component_1> [NAME]=<component_name_3> [TEST]=<test_40> | <test_40> drive of <component_name_3>
Minor,2025-08-01T18:33:00,False,10.45,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_87> | <test_87> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:33:00,False,10.45,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_41> | <test_41> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T18:32:00,False,30.65,3,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_133> | <test_133> drive of <component_name_19>
Critical,2025-08-01T18:32:00,False,30.65,3,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_131> | <test_131> drive of <component_name_19>
Critical,2025-08-01T18:32:00,False,30.65,3,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_134> | <test_134> drive of <component_name_19>
Critical,2025-08-01T18:32:00,False,30.65,3,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_132> | <test_132> drive of <component_name_19>
Minor,2025-08-01T18:32:00,False,5.45,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_167> | <test_167> on <component_name_1> Cluster <component_name_1>
Minor,2025-08-01T18:32:00,False,5.017,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1333> [TEST]=<test_55> | <test_55> {<component_name_1333>}
Minor,2025-08-01T18:32:00,False,5.1,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1334> [TEST]=<test_55> | <test_55> {<component_name_1334>}
Minor,2025-08-01T18:31:00,False,13.8,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_22> | There are many waiting containers in pod <component_name_4> of namespace javaic on <component_name_4> Cluster <component_name_4>
Critical,2025-08-01T18:31:00,False,14.7,3,external web,[TYPE]=<component_5> [NAME]=<component_name_15> [TEST]=<test_UNK> | TCP connection failed when accessing the web page HomePage. This is affecting <component_5> <component_name_15>
Minor,2025-08-01T18:31:00,False,4.85,1,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_21> | <test_21> on <component_name_19>
Minor,2025-08-01T18:31:00,False,1.083,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:31:00,False,1.083,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_59> | <test_59> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:31:00,False,5.517,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1307> [TEST]=<test_23> | <test_23> {<component_name_1307>}
Minor,2025-08-01T18:30:00,False,14.717,1,aws cloud,[TYPE]=<component_9> [NAME]=<component_name_61> [TEST]=<test_25> | <test_25> from <component_9> <component_name_61>
Minor,2025-08-01T18:30:00,False,55.517,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_7> | There are many waiting containers in pod <component_name_4> of namespace amazon-guardduty on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:30:00,False,50.333,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_121> | There are many waiting containers in pod <component_name_4> of namespace amazon-guardduty on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:30:00,False,4.6,1,host,[TYPE]=<component_1> [NAME]=<component_name_2> [TEST]=<test_21> | <test_21> on <component_name_2>
Minor,2025-08-01T18:30:00,False,0.35,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_1> | <test_1> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:30:00,False,0.35,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:30:00,False,4.783,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T18:30:00,False,10.167,3,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_44> | <test_44> on <component_name_4> Cluster <component_name_4>
Critical,2025-08-01T18:28:00,False,47.367,3,host,[TYPE]=<component_1> [NAME]=<component_name_93> [TEST]=<test_126> | <test_126> drive of <component_name_93>
Minor,2025-08-01T18:27:00,False,30.217,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_9> | <test_9> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:26:00,False,41.35,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_84> | <test_84> on <component_name_1> Cluster <component_name_1>
Minor,2025-08-01T18:26:00,False,234.0,1,eg agent,[TYPE]=<component_14> [NAME]=<component_name_1318> [TEST]=<test_UNK> | Blocking threads in the JVM of <component_14> <component_name_1318>
Minor,2025-08-01T18:26:00,False,1.35,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_59> | <test_59> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:26:00,False,1.417,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T18:26:00,False,5.033,3,cloud server hrisdb-prod has been,[TYPE]=<component_23> [NAME]=<component_name_116> [TEST]=<test_171> | <test_171> on <component_23> <component_name_116> <component_name_116>
Minor,2025-08-01T18:25:00,False,5.033,1,host,[TYPE]=<component_1> [NAME]=<component_name_34> [TEST]=<test_21> | <test_21> on <component_name_34>
Major,2025-08-01T18:25:00,False,28.517,2,host,[TYPE]=<component_1> [NAME]=<component_name_63> [TEST]=<test_148> | <test_148> on Microsoft SQL server <component_name_63>
Minor,2025-08-01T18:25:00,False,119.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_69> | There are many waiting containers in pod <component_name_4> of namespace amazon-guardduty on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:25:00,False,0.667,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_1> | <test_1> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:25:00,False,5.283,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_14> | <test_14> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:25:00,False,4.35,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:25:00,False,0.667,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:25:00,False,5.283,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_125> | <test_125> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:25:00,False,5.183,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_15> | <test_15> on <component_6> <component_name_16>
Minor,2025-08-01T18:22:00,False,4.517,1,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_21> | <test_21> on <component_name_19>
Minor,2025-08-01T18:21:00,False,4.817,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:21:00,False,1.05,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_59> | <test_59> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:21:00,False,1.1,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:21:00,False,4.467,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_75> | <test_75> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:21:00,False,108.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_86> | There are many waiting containers in pod <component_name_4> of namespace amazon-guardduty on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:20:00,False,3.817,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:20:00,False,78.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_162> | <test_162> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:20:00,False,1.35,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:20:00,False,1.683,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_47> | <test_47> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:20:00,False,1.35,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_1> | <test_1> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:19:00,False,259.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_130> | <test_130> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:19:00,False,14.267,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_46> | <test_46> on <component_name_1> Cluster <component_name_1>
Minor,2025-08-01T18:19:00,False,15.033,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_46> | <test_46> on <component_name_1> Cluster <component_name_1>
Critical,2025-08-01T18:19:00,False,10.683,3,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_44> | <test_44> on <component_name_4> Cluster <component_name_4>
Critical,2025-08-01T18:19:00,False,8.667,3,host,[TYPE]=<component_1> [NAME]=<component_name_117> [TEST]=<test_172> | <test_172> on <component_name_117> master failed for Microsoft SQL on Cloud <component_name_117>
Critical,2025-08-01T18:19:00,False,8.667,3,cloud,[TYPE]=<component_24> [NAME]=<component_name_118> [TEST]=<test_173> | <test_173> on <component_24> <component_name_118>
Critical,2025-08-01T18:17:00,False,14.767,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_31> [TEST]=<test_10> | <test_10> {<component_name_31>}
Critical,2025-08-01T18:17:00,False,14.767,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_17> [TEST]=<test_10> | <test_10> {<component_name_17>}
Major,2025-08-01T18:17:00,False,14.767,2,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_132> | <test_132> drive of <component_name_19>
Major,2025-08-01T18:17:00,False,14.767,2,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_133> | <test_133> drive of <component_name_19>
Major,2025-08-01T18:17:00,False,14.767,2,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_134> | <test_134> drive of <component_name_19>
Major,2025-08-01T18:17:00,False,14.767,2,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_131> | <test_131> drive of <component_name_19>
Minor,2025-08-01T18:17:00,False,14.717,1,aws cloud,[TYPE]=<component_9> [NAME]=<component_name_61> [TEST]=<test_174> | <test_174> on <component_9> <component_name_61>
Critical,2025-08-01T18:17:00,False,14.833,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_44> [TEST]=<test_10> | <test_10> {<component_name_44>}
Minor,2025-08-01T18:17:00,False,5.9,1,resource,[TYPE]=<component_8> [NAME]=<component_name_24> [TEST]=<test_28> | <test_28> {<component_name_24>}
Minor,2025-08-01T18:17:00,False,5.967,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_28> | <test_28> {<component_name_25>}
Major,2025-08-01T18:17:00,False,2.083,2,cloud,[TYPE]=<component_24> [NAME]=<component_name_118> [TEST]=<test_173> | <test_173> on <component_24> <component_name_118>
Major,2025-08-01T18:17:00,False,2.083,2,host,[TYPE]=<component_1> [NAME]=<component_name_117> [TEST]=<test_172> | <test_172> on <component_name_117> master failed for Microsoft SQL on Cloud <component_name_117>
Minor,2025-08-01T18:16:00,False,1.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_59> | <test_59> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:16:00,False,1.067,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:16:00,False,5.6,1,host,[TYPE]=<component_1> [NAME]=<component_name_65> [TEST]=<test_21> | <test_21> on <component_name_65>
Minor,2025-08-01T18:16:00,False,5.6,1,host,[TYPE]=<component_1> [NAME]=<component_name_66> [TEST]=<test_21> | <test_21> on <component_name_66>
Minor,2025-08-01T18:16:00,False,15.433,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_6> | There are many waiting containers in pod <component_name_4> of namespace javaic on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:16:00,False,11.083,1,resource,[TYPE]=<component_8> [NAME]=<component_name_24> [TEST]=<test_28> | <test_28> {<component_name_24>}
Minor,2025-08-01T18:16:00,False,11.167,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_28> | <test_28> {<component_name_25>}
Minor,2025-08-01T18:16:00,False,3.017,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:16:00,False,9.883,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_175> | <test_175> on <component_6> <component_name_16>
Minor,2025-08-01T18:16:00,False,27.317,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_176> | <test_176> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T18:15:00,False,10.133,3,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_44> | <test_44> on <component_name_4> Cluster <component_name_4>
Critical,2025-08-01T18:15:00,False,10.133,3,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_48> | <test_48> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:15:00,False,2.1,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_47> | <test_47> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:14:00,False,119.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_76> | There are many waiting containers in pod <component_name_4> of namespace amazon-guardduty on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:14:00,False,6.117,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_88> | <test_88> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:14:00,False,2.1,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_1> | <test_1> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:14:00,False,2.1,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:14:00,False,4.683,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_42> | <test_42> on <component_name_1> Database on Cloud <component_name_1>
Major,2025-08-01T18:14:00,False,30.65,2,host,[TYPE]=<component_1> [NAME]=<component_name_3> [TEST]=<test_3> | <test_3> drive of <component_name_3>
Minor,2025-08-01T18:14:00,False,30.65,1,host,[TYPE]=<component_1> [NAME]=<component_name_3> [TEST]=<test_19> | <test_19> drive of <component_name_3>
Minor,2025-08-01T18:12:00,False,110.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_177> | <test_177> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:12:00,False,0.333,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_59> | <test_59> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:12:00,False,0.4,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:11:00,False,5.033,1,UNK,[TYPE]=<component_type_UNK> [NAME]=<component_name_1318> [TEST]=<test_UNK> | Many recent warnings in the error_log of eG Manager <IPPORT>
Minor,2025-08-01T18:11:00,False,2.75,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T18:11:00,False,,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_179> | <test_179> on <component_name_4> Cluster <component_name_4>
Major,2025-08-01T18:11:00,False,,2,kubernetes cluster,[TYPE]=<component_25> [NAME]=<component_name_1335> [TEST]=<test_UNK> | Pod busybox of <component_name_1335> default has failed for <component_25> <component_name_1335>
Minor,2025-08-01T18:11:00,False,,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_181> | <test_181> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:11:00,False,,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_182> | <test_182> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:11:00,False,,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_183> | <test_183> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:11:00,False,,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_184> | <test_184> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:11:00,False,,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_185> | There are many waiting containers in pod <component_name_4> of namespace fcubsgateway-ingress on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:11:00,False,15.267,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_22> | There are many waiting containers in pod <component_name_4> of namespace javaic on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:11:00,False,,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_186> | <test_186> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:11:00,False,,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_187> | <test_187> on <component_name_4> Cluster <component_name_4>
Major,2025-08-01T18:11:00,False,,2,kubernetes cluster,[TYPE]=<component_25> [NAME]=<component_name_1335> [TEST]=<test_UNK> | Pod fcubsgateway-ingress-ingress-nginx-controller-5d8b6f9769-krcj7 of <component_name_1335> fcubsgateway-ingress has failed for <component_25> <component_name_1335>
Major,2025-08-01T18:11:00,False,5.017,2,aws cloud,[TYPE]=<component_9> [NAME]=<component_name_1322> [TEST]=<test_UNK> | <component_name_1322> VPN tunnel -:vpn-093fb37d16116b2dd is down in region ap-southeast-1 of <component_name_1322> Cloud KBZT
Major,2025-08-01T18:11:00,False,,2,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_189> | <test_189> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:11:00,False,,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_189> | <test_189> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:11:00,False,1260.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_189> | <test_189> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T18:11:00,False,19.283,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_17> | <test_17> on <component_6> <component_name_16>
Minor,2025-08-01T18:11:00,False,9.2,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_15> | <test_15> on <component_6> <component_name_16>
Minor,2025-08-01T18:10:00,False,14.683,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_42> | <test_42> on <component_name_1> Database <component_name_1>
