Priority,Start_ISO,Is_Weekend,Duration_Min,Priority_Level,Component_Type,Pseudo_Description
Minor,2025-08-02T00:00:00,True,70.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_1> | <test_1> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:59:00,False,9.483,1,host,[TYPE]=<component_1> [NAME]=<component_name_2> [TEST]=<test_2> | <test_2> drive of <component_name_2>
Critical,2025-08-01T23:59:00,False,28.333,3,host,[TYPE]=<component_1> [NAME]=<component_name_3> [TEST]=<test_3> | <test_3> drive of <component_name_3>
Minor,2025-08-01T23:58:00,False,3.85,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:58:00,False,1.767,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:58:00,False,14.683,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_6> | There are many waiting containers in pod <component_name_4> of namespace javaic on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:57:00,False,131.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_7> | There are many waiting containers in pod <component_name_4> of namespace amazon-guardduty on <component_name_4> Cluster <component_name_4>
Critical,2025-08-01T23:57:00,False,45.133,3,eG agent,[TYPE]=<component_2> [NAME]=<component_name_5> [TEST]=<test_8> | Test <test_8> is not reporting at configured measure period on <component_2> <component_name_5>
Minor,2025-08-01T23:55:00,False,41.467,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_9> | <test_9> on <component_name_1> Database EYLOAN_<component_name_1>_DB:1880:dcey
Critical,2025-08-01T23:54:00,False,69.0,3,oracle goldengate extract,[TYPE]=<component_3> [NAME]=<component_name_6> [TEST]=<test_10> | <test_10> {<component_name_6>}
Critical,2025-08-01T23:54:00,False,69.0,3,oracle goldengate extract,[TYPE]=<component_3> [NAME]=<component_name_7> [TEST]=<test_10> | <test_10> {<component_name_7>}
Critical,2025-08-01T23:54:00,False,69.0,3,oracle goldengate extract,[TYPE]=<component_3> [NAME]=<component_name_8> [TEST]=<test_10> | <test_10> {<component_name_8>}
Critical,2025-08-01T23:54:00,False,69.0,3,oracle goldengate extract,[TYPE]=<component_3> [NAME]=<component_name_9> [TEST]=<test_10> | <test_10> {<component_name_9>}
Critical,2025-08-01T23:54:00,False,69.0,3,oracle goldengate extract,[TYPE]=<component_3> [NAME]=<component_name_10> [TEST]=<test_10> | <test_10> {<component_name_10>}
Critical,2025-08-01T23:54:00,False,69.0,3,oracle goldengate extract,[TYPE]=<component_3> [NAME]=<component_name_11> [TEST]=<test_10> | <test_10> {<component_name_11>}
Critical,2025-08-01T23:54:00,False,69.0,3,oracle goldengate extract,[TYPE]=<component_3> [NAME]=<component_name_12> [TEST]=<test_10> | <test_10> {<component_name_12>}
Critical,2025-08-01T23:54:00,False,69.0,3,oracle goldengate extract,[TYPE]=<component_3> [NAME]=<component_name_13> [TEST]=<test_10> | <test_10> {<component_name_13>}
Major,2025-08-01T23:53:00,False,36.667,2,sql server,[TYPE]=<component_4> [NAME]=<component_name_261> [TEST]=<test_UNK> | Many user errors have been detected in Microsoft <component_4> <component_name_261>'s error log
Minor,2025-08-01T23:53:00,False,3.75,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T23:52:00,False,5.217,3,external web,[TYPE]=<component_5> [NAME]=<component_name_15> [TEST]=<test_UNK> | TCP connection failed when accessing the web page HomePage. This is affecting <component_5> <component_name_15>
Minor,2025-08-01T23:52:00,False,5.133,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_13> | <test_13> on <component_6> <component_name_16> {<component_name_16>}
Minor,2025-08-01T23:52:00,False,5.083,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_14> | <test_14> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:51:00,False,9.867,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_15> | <test_15> on <component_6> <component_name_16>
Critical,2025-08-01T23:51:00,False,15.717,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_17> [TEST]=<test_16> | <test_16> {<component_name_17>}
Minor,2025-08-01T23:51:00,False,9.867,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_17> | <test_17> on <component_6> <component_name_16>
Minor,2025-08-01T23:50:00,False,10.233,1,host,[TYPE]=<component_1> [NAME]=<component_name_18> [TEST]=<test_18> | <test_18> on <component_name_18>
Major,2025-08-01T23:49:00,False,29.233,2,host,[TYPE]=<component_1> [NAME]=<component_name_3> [TEST]=<test_19> | <test_19> drive of <component_name_3>
Minor,2025-08-01T23:49:00,False,19.317,1,host,[TYPE]=<component_1> [NAME]=<component_name_3> [TEST]=<test_20> | <test_20> drive of <component_name_3>
Minor,2025-08-01T23:48:00,False,0.767,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:48:00,False,3.1,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:47:00,False,29.283,1,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_21> | <test_21> on <component_name_19>
Minor,2025-08-01T23:47:00,False,15.317,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_22> | There are many waiting containers in pod <component_name_4> of namespace javaic on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:45:00,False,24.767,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1304> [TEST]=<test_23> | <test_23> {<component_name_1304>}
Minor,2025-08-01T23:45:00,False,24.85,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1305> [TEST]=<test_23> | <test_23> {<component_name_1305>}
Minor,2025-08-01T23:45:00,False,24.767,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1306> [TEST]=<test_23> | <test_23> {<component_name_1306>}
Minor,2025-08-01T23:45:00,False,24.783,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1307> [TEST]=<test_23> | <test_23> {<component_name_1307>}
Minor,2025-08-01T23:44:00,False,35.633,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_24> | Read rate from <component_name_1> o1_mf_apidat_d_l8pozmn9_.dbf is high on <component_name_1> Database on Cloud <component_name_1>
Minor,2025-08-01T23:43:00,False,5.083,1,aws cloud,[TYPE]=<component_9> [NAME]=<component_name_22> [TEST]=<test_25> | <test_25> from <component_9> <component_name_22>
Minor,2025-08-01T23:43:00,False,2.75,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Major,2025-08-01T23:43:00,False,4.75,2,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_21> | <test_21> on <component_name_19>
Minor,2025-08-01T23:42:00,False,10.183,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_26> | <test_26> on <component_name_4> Cluster <component_name_4>
Critical,2025-08-01T23:42:00,False,4.083,3,external web,[TYPE]=<component_5> [NAME]=<component_name_23> [TEST]=<test_UNK> | TCP connection failed when accessing the web page <component_name_23>-Portal. This is affecting <component_5> <component_name_23>
Critical,2025-08-01T23:42:00,False,4.133,3,external web,[TYPE]=<component_5> [NAME]=<component_name_23> [TEST]=<test_UNK> | The web page <component_name_23>-Portal is not available for external access. This is affecting <component_5> <component_name_23>
Minor,2025-08-01T23:41:00,False,4.933,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_17> | <test_17> on <component_6> <component_name_16>
Minor,2025-08-01T23:41:00,False,4.933,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_15> | <test_15> on <component_6> <component_name_16>
Minor,2025-08-01T23:41:00,False,16.783,1,resource,[TYPE]=<component_8> [NAME]=<component_name_24> [TEST]=<test_28> | <test_28> {<component_name_24>}
Minor,2025-08-01T23:41:00,False,16.85,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_28> | <test_28> {<component_name_25>}
Minor,2025-08-01T23:40:00,False,35.283,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_29> | <test_29> on <component_name_1> Database on Cloud <component_name_1>
Major,2025-08-01T23:39:00,False,17.617,2,resource,[TYPE]=<component_8> [NAME]=<component_name_1308> [TEST]=<test_30> | <test_30> {<component_name_1308>}
Minor,2025-08-01T23:39:00,False,10.033,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_31> | <test_31> {<component_name_25>}
Minor,2025-08-01T23:39:00,False,10.067,1,resource,[TYPE]=<component_8> [NAME]=<component_name_27> [TEST]=<test_31> | <test_31> {<component_name_27>}
Minor,2025-08-01T23:39:00,False,1.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:38:00,False,16.05,1,aws cloud,[TYPE]=<component_9> [NAME]=<component_name_28> [TEST]=<test_25> | <test_25> from <component_9> <component_name_28>
Minor,2025-08-01T23:38:00,False,8.9,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_32> | <test_32> on <component_name_1> Cluster <component_name_1>
Minor,2025-08-01T23:38:00,False,3.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:38:00,False,74.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_33> | There are many waiting containers in pod <component_name_4> of namespace amazon-guardduty on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:38:00,False,5.1,1,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_21> | <test_21> on <component_name_19>
Minor,2025-08-01T23:37:00,False,18.533,1,resource,[TYPE]=<component_8> [NAME]=<component_name_24> [TEST]=<test_28> | <test_28> {<component_name_24>}
Minor,2025-08-01T23:37:00,False,4.35,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_22> | There are many waiting containers in pod <component_name_4> of namespace javaic on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:37:00,False,18.583,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_28> | <test_28> {<component_name_25>}
Minor,2025-08-01T23:37:00,False,4.4,1,aws cloud,[TYPE]=<component_9> [NAME]=<component_name_29> [TEST]=<test_25> | <test_25> from <component_9> <component_name_29>
Minor,2025-08-01T23:36:00,False,0.333,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:36:00,False,30.25,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1309> [TEST]=<test_23> | <test_23> {<component_name_1309>}
Critical,2025-08-01T23:36:00,False,15.367,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_30> [TEST]=<test_10> | <test_10> {<component_name_30>}
Critical,2025-08-01T23:35:00,False,5.317,3,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_35> | <test_35> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:34:00,False,0.667,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Major,2025-08-01T23:33:00,False,4.683,2,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_21> | <test_21> on <component_name_19>
Minor,2025-08-01T23:33:00,False,2.517,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:32:00,False,5.433,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_36> | <test_36> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:32:00,False,34.767,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1310> [TEST]=<test_23> | <test_23> {<component_name_1310>}
Minor,2025-08-01T23:32:00,False,34.767,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1305> [TEST]=<test_23> | <test_23> {<component_name_1305>}
Minor,2025-08-01T23:32:00,False,34.767,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1306> [TEST]=<test_23> | <test_23> {<component_name_1306>}
Minor,2025-08-01T23:32:00,False,34.767,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1311> [TEST]=<test_23> | <test_23> {<component_name_1311>}
Minor,2025-08-01T23:32:00,False,34.767,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1312> [TEST]=<test_23> | <test_23> {<component_name_1312>}
Minor,2025-08-01T23:31:00,False,4.583,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1313> [TEST]=<test_23> | <test_23> {<component_name_1313>}
Minor,2025-08-01T23:31:00,False,0.333,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:31:00,False,4.517,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1307> [TEST]=<test_23> | <test_23> {<component_name_1307>}
Minor,2025-08-01T23:31:00,False,9.683,1,host,[TYPE]=<component_1> [NAME]=<component_name_2> [TEST]=<test_21> | <test_21> on <component_name_2>
Minor,2025-08-01T23:31:00,False,1.033,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:31:00,False,9.283,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_38> | <test_38> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:30:00,False,29.75,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_39> | <test_39> on <component_name_1> Database on Cloud <component_name_1>
Minor,2025-08-01T23:29:00,False,1.417,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Major,2025-08-01T23:28:00,False,39.467,2,host,[TYPE]=<component_1> [NAME]=<component_name_3> [TEST]=<test_40> | <test_40> drive of <component_name_3>
Minor,2025-08-01T23:28:00,False,5.35,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_41> | <test_41> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:28:00,False,10.783,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_42> | <test_42> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:28:00,False,2.5,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:27:00,False,4.933,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_17> | <test_17> on <component_6> <component_name_16>
Minor,2025-08-01T23:27:00,False,4.933,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_15> | <test_15> on <component_6> <component_name_16>
Minor,2025-08-01T23:26:00,False,17.717,1,resource,[TYPE]=<component_8> [NAME]=<component_name_24> [TEST]=<test_28> | <test_28> {<component_name_24>}
Minor,2025-08-01T23:26:00,False,17.767,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_28> | <test_28> {<component_name_25>}
Minor,2025-08-01T23:26:00,False,9.683,1,resource,[TYPE]=<component_8> [NAME]=<component_name_1306> [TEST]=<test_23> | <test_23> {<component_name_1306>}
Minor,2025-08-01T23:25:00,False,11.867,1,resource,[TYPE]=<component_8> [NAME]=<component_name_24> [TEST]=<test_28> | <test_28> {<component_name_24>}
Minor,2025-08-01T23:25:00,False,11.917,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_28> | <test_28> {<component_name_25>}
Minor,2025-08-01T23:24:00,False,1.267,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:23:00,False,202.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_9> | <test_9> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:23:00,False,1.833,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:23:00,False,29.667,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_6> | There are many waiting containers in pod <component_name_4> of namespace javaic on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:23:00,False,54.983,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_43> | There are many waiting containers in pod <component_name_4> of namespace amazon-guardduty on <component_name_4> Cluster <component_name_4>
Critical,2025-08-01T23:22:00,False,100.0,3,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_44> | <test_44> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:22:00,False,23.65,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_1> | <test_1> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:22:00,False,4.767,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:22:00,False,5.167,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T23:21:00,False,5.283,3,external web,[TYPE]=<component_5> [NAME]=<component_name_15> [TEST]=<test_UNK> | The web page HomePage is not available for external access. This is affecting <component_5> <component_name_15>
Minor,2025-08-01T23:20:00,False,4.85,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_46> | <test_46> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:20:00,False,1.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_47> | <test_47> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T23:20:00,False,5.2,3,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_48> | <test_48> on <component_name_4> Cluster <component_name_4>
Critical,2025-08-01T23:20:00,False,15.633,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_31> [TEST]=<test_16> | <test_16> {<component_name_31>}
Critical,2025-08-01T23:20:00,False,46.733,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_32> [TEST]=<test_16> | <test_16> {<component_name_32>}
Minor,2025-08-01T23:20:00,False,5.933,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_31> | <test_31> {<component_name_25>}
Minor,2025-08-01T23:19:00,False,5.983,1,resource,[TYPE]=<component_8> [NAME]=<component_name_27> [TEST]=<test_31> | <test_31> {<component_name_27>}
Minor,2025-08-01T23:19:00,False,2.417,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_49> | CPU usage of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:19:00,False,2.417,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:19:00,False,9.517,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_22> | There are many waiting containers in pod <component_name_4> of namespace javaic on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:18:00,False,4.417,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_50> | <test_50> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:18:00,False,1.417,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:18:00,False,15.033,1,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_21> | <test_21> on <component_name_19>
Minor,2025-08-01T23:17:00,False,0.6,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_1> | <test_1> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:17:00,False,0.6,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:17:00,False,4.733,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Major,2025-08-01T23:15:00,False,4.45,2,load balancer,[TYPE]=<component_10> [NAME]=<component_name_33> [TEST]=<test_51> | <test_51> on <component_10> <component_name_33> of AWS Cloud <component_name_33>
Critical,2025-08-01T23:14:00,False,83.0,3,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_52> | <test_52> on <component_name_1> Cluster IBDB_<component_name_1>_Rac:1580
Minor,2025-08-01T23:14:00,False,2.333,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:14:00,False,2.333,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_49> | CPU usage of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:13:00,False,0.667,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_4> | <test_4> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:13:00,False,5.183,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_9> | <test_9> on <component_name_1> Database EYLOAN_<component_name_1>_DB:1880:dcey
Major,2025-08-01T23:13:00,False,4.85,2,host,[TYPE]=<component_1> [NAME]=<component_name_19> [TEST]=<test_21> | <test_21> on <component_name_19>
Minor,2025-08-01T23:13:00,False,55.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_53> | There are many waiting containers in pod <component_name_4> of namespace amazon-guardduty on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:12:00,False,9.767,1,sap hana database,[TYPE]=<component_6> [NAME]=<component_name_16> [TEST]=<test_15> | <test_15> on <component_6> <component_name_16>
Minor,2025-08-01T23:12:00,False,0.75,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:12:00,False,0.75,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_1> | <test_1> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:12:00,False,4.183,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:12:00,False,10.433,1,resource,[TYPE]=<component_8> [NAME]=<component_name_24> [TEST]=<test_28> | <test_28> {<component_name_24>}
Minor,2025-08-01T23:12:00,False,5.167,1,resource,[TYPE]=<component_8> [NAME]=<component_name_24> [TEST]=<test_28> | <test_28> {<component_name_24>}
Minor,2025-08-01T23:11:00,False,5.25,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_28> | <test_28> {<component_name_25>}
Minor,2025-08-01T23:11:00,False,10.517,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_28> | <test_28> {<component_name_25>}
Critical,2025-08-01T23:11:00,False,4.467,3,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_48> | <test_48> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:09:00,False,2.5,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:09:00,False,5.617,1,host,[TYPE]=<component_1> [NAME]=<component_name_34> [TEST]=<test_21> | <test_21> on <component_name_34>
Minor,2025-08-01T23:08:00,False,4.45,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_54> | <test_54> on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:08:00,False,10.55,1,host,[TYPE]=<component_1> [NAME]=<component_name_4> [TEST]=<test_6> | There are many waiting containers in pod <component_name_4> of namespace javaic on <component_name_4> Cluster <component_name_4>
Minor,2025-08-01T23:07:00,False,9.8,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_42> | <test_42> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:07:00,False,5.617,1,iis app pool,[TYPE]=<component_11> [NAME]=<component_name_1314> [TEST]=<test_55> | <test_55> {<component_name_1314>}
Minor,2025-08-01T23:07:00,False,5.617,1,iis app pool,[TYPE]=<component_11> [NAME]=<component_name_1315> [TEST]=<test_55> | <test_55> {<component_name_1315>}
Minor,2025-08-01T23:07:00,False,3.833,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_37> | <test_37> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:06:00,False,1.333,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_1> | <test_1> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:06:00,False,1.333,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_34> | <test_34> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T23:05:00,False,15.383,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_37> [TEST]=<test_10> | <test_10> {<component_name_37>}
Critical,2025-08-01T23:05:00,False,15.383,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_30> [TEST]=<test_10> | <test_10> {<component_name_30>}
Critical,2025-08-01T23:05:00,False,31.017,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_38> [TEST]=<test_10> | <test_10> {<component_name_38>}
Minor,2025-08-01T23:05:00,False,4.867,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_56> | <test_56> on <component_name_1> Database <component_name_1>
Critical,2025-08-01T23:05:00,False,15.383,3,oracle goldengate replicat,[TYPE]=<component_7> [NAME]=<component_name_39> [TEST]=<test_10> | <test_10> {<component_name_39>}
Minor,2025-08-01T23:05:00,False,4.95,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_57> | <test_57> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:05:00,False,3.533,1,resource,[TYPE]=<component_8> [NAME]=<component_name_25> [TEST]=<test_31> | <test_31> {<component_name_25>}
Minor,2025-08-01T23:05:00,False,3.45,1,resource,[TYPE]=<component_8> [NAME]=<component_name_40> [TEST]=<test_31> | <test_31> {<component_name_40>}
Minor,2025-08-01T23:04:00,False,1260.0,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_58> | <test_58> on <component_name_1> Database <component_name_1>
Minor,2025-08-01T23:04:00,False,2.783,1,host,[TYPE]=<component_1> [NAME]=<component_name_1> [TEST]=<test_5> | Elapsed time of <component_name_1> job is high on <component_name_1> Database <component_name_1>
